GT,D,A,E,F
0.001745329,-0.005863903,-0.031023396,0.022962091,0.011234981
-0.001542376,-0.013663886,-0.031023396,0.04191857,0.016559253
-0.003490658,-0.043653265,-0.031023396,0.035940238,0.015897577
-0.005235988,-0.06809358,-0.041886065,0.0280085,0.010350198
-0.005235988,-0.019597692,-0.031023396,0.014715456,0.003914185
-0.005235988,-0.014795778,-0.031023396,0.026019492,0.010131984
-0.005235988,0.009291964,-0.031023396,0.015136817,0.004722535
-0.005235988,0.013337435,-0.031023396,0.023085766,0.007833867
-0.005235988,-0.021784259,-0.031023396,0.010742643,0.002322774
-0.005235988,-0.033781335,-0.031023396,0.012700328,0.003339625
-0.005235988,-0.027834801,-0.031023396,0.009410986,0.001967014
-0.005235988,-0.004159806,-0.031023396,-0.011486559,-0.007140815
-0.005235988,-0.004469423,-0.031023396,-0.010629638,-0.006623543
-0.005235988,-0.025005726,-0.031023396,-0.013107135,-0.007673679
-0.00582035,-0.033253208,-0.031023396,0.017211518,0.005234673
-0.006981317,-0.03665912,-0.055578902,0.020115743,0.005733088
-0.008726646,-0.03482753,-0.038906507,0.011710267,0.001234737
-0.008726646,-0.011654211,-0.012853829,-0.026084875,-0.014900085
-0.008726646,-0.031763956,-0.055380635,-0.018993546,-0.012749641
-0.008726646,-0.041591883,-0.048019838,-0.020421316,-0.012039572
-0.008726646,-0.029272063,-0.031766094,0.013796861,0.002243395
-0.00552468,-0.02693489,0.014561059,-0.013429022,-0.008236966
-0.005235988,-0.021197854,0.025250478,-0.010722517,-0.006669331
-0.003490658,-0.018854244,0.04645525,-0.004468687,-0.003579492
-0.003490658,-0.045101553,-0.031023396,-0.007082887,-0.005227571
-0.003490658,-0.05485803,-0.024363076,-0.011921518,-0.007426351
0,-0.06572597,-0.03052527,-0.01367105,0
0,-0.060930774,-0.038127054,-0.00798955,0
0,-0.056958012,-0.051014192,-0.003887439,0
0,-0.07008416,-0.038917094,0.002606368,0
0,-0.05898495,-0.013097884,0.016964278,0
-0.002667816,-0.060078636,-0.03524722,0.012680165,0.004360911
-0.002208013,-0.058362707,-0.031023396,-0.007174005,-0.00453457
-0.007898448,-0.07327917,-0.031023396,-0.052511382,-0.027681782
-0.016605733,-0.07616702,-0.049033083,-0.017375738,-0.014357345
-0.019198623,-0.07972132,-0.043158423,-0.024475422,-0.019069092
-0.022689281,-0.077683955,-0.043181375,-0.037401929,-0.024829023
-0.022689281,-0.071985334,-0.033679936,-0.031881871,-0.02657991
-0.022689281,-0.06669511,-0.042772047,-0.033870543,-0.02599773
-0.022689281,-0.07442732,-0.038294394,-0.028443071,-0.021355401
-0.022689281,-0.07461068,-0.068480715,-0.040593111,-0.026099196
-0.022689281,-0.081042886,-0.050270244,-0.028200875,-0.020499261
-0.022689281,-0.09920728,-0.03930957,-0.026173765,-0.023874724
-0.022689281,-0.08030827,-0.031023396,-0.024724291,-0.020722882
-0.024818197,-0.059721902,-0.031023396,-0.029788905,-0.023934996
-0.029183451,-0.04911132,-0.031023396,-0.055191698,-0.039651866
-0.03353475,-0.036573663,-0.036046105,-0.042298905,-0.034495587
-0.040340404,-0.03744007,-0.045141128,-0.058792748,-0.04252981
-0.053091397,-0.040148772,-0.075159398,-0.104707383,-0.067903048
-0.058824391,-0.062267795,-0.082427241,-0.1034484,-0.074999828
-0.059341196,-0.075096294,-0.087658996,-0.062948916,-0.054536377
-0.059341196,-0.050897315,-0.087658996,-0.071059964,-0.052445133
-0.055516563,-0.05121632,-0.080009731,-0.063460731,-0.056897607
-0.052359879,-0.060786664,-0.064306166,-0.056098751,-0.052314809
-0.050614547,-0.047314763,-0.070205698,-0.064531901,-0.046698179
-0.048869219,-0.042530358,-0.077859946,-0.06978188,-0.05642406
-0.048869219,-0.034177817,-0.061567508,-0.081012602,-0.054939462
-0.048869219,-0.026470838,-0.06652676,-0.076743822,-0.054396541
-0.048869219,-0.031651065,-0.058095623,-0.073409642,-0.055523255
-0.04770871,-0.03207439,-0.05843313,-0.076742224,-0.053457201
-0.04712389,-0.028142853,-0.064282246,-0.071441505,-0.048864142
-0.044248857,-0.033758387,-0.054748975,-0.06152955,-0.043807096
-0.041887902,-0.039148964,-0.062758796,-0.056336373,-0.043467386
-0.041887902,-0.033113644,-0.041989952,-0.046443455,-0.039045924
-0.041887902,-0.028082667,-0.048951551,-0.042256198,-0.03441364
-0.044123676,-0.03857808,-0.057223956,-0.050898892,-0.045435365
-0.049109115,-0.046591915,-0.05140254,-0.057969925,-0.0467613
-0.054577011,-0.04142978,-0.055304438,-0.073503943,-0.051717088
-0.05956905,-0.045870982,-0.080108874,-0.07882062,-0.05964856
-0.062831856,-0.054733366,-0.087425133,-0.106875369,-0.079934275
-0.062831856,-0.051994026,-0.077538059,-0.109573269,-0.083393564
-0.062831856,-0.052035518,-0.079982985,-0.100343329,-0.067735177
-0.062831856,-0.04630462,-0.077295803,-0.105519769,-0.081399367
-0.062831856,-0.046735696,-0.082728438,-0.106806017,-0.075126799
-0.062831856,-0.042242646,-0.094640317,-0.108442789,-0.072872473
-0.062831856,-0.017955584,-0.094640317,-0.126091905,-0.090439309
-0.061086524,0.02278837,-0.091149653,-0.110976613,-0.070467567
-0.06004534,0.018133076,-0.089067283,-0.081967219,-0.069395832
-0.059341196,-0.004783075,-0.087658996,-0.073206876,-0.065175534
-0.055545734,-0.012111867,-0.079945386,-0.058957552,-0.048573604
-0.048356459,-0.006673241,-0.060505918,-0.061020091,-0.044107419
-0.026095353,0.003803972,-0.031023396,-0.069574281,-0.043678513
-0.001164842,0.013110904,-0.031023396,-0.035401534,-0.016063095
0.015953395,-0.024226675,-0.031023396,-0.021496927,-0.002571542
0.017343697,-0.033858508,-0.031023396,0.048486702,0.030727319
0.011027723,-0.036596484,-0.031023396,-0.024350309,-0.00658656
0.001419268,-0.03560789,-0.031023396,-0.004074366,-0.001067583
-0.008908314,-0.038586892,-0.031023396,-0.015743501,-0.010557051
-0.017453292,-0.03350077,-0.031023396,-0.018513745,-0.017242987
-0.019198623,-0.01981637,-0.031023396,-0.027120228,-0.019873055
-0.019198623,-0.03951767,-0.031023396,-0.02741241,-0.022767412
-0.019198623,-0.045139037,-0.031023396,-0.041185002,-0.027809579
-0.019198623,-0.054374255,-0.031023396,-0.04503757,-0.029451017
-0.019198623,-0.06424807,-0.031023396,-0.02950299,-0.021507771
-0.019198623,-0.05669547,-0.031023396,-0.029933791,-0.020791015
-0.019198623,-0.049664788,-0.031023396,-0.036800551,-0.024229543
-0.019198623,-0.05016885,-0.031023396,-0.024493257,-0.019029566
-0.020109449,-0.058860354,-0.031023396,-0.023604406,-0.019288886
-0.024465617,-0.05650322,-0.031023396,-0.037669141,-0.02635088
-0.031441543,-0.06357533,-0.031859689,-0.037542741,-0.030737463
-0.040149132,-0.05541253,-0.049274869,-0.050339017,-0.039079815
-0.045378562,-0.05187229,-0.059733728,-0.067228536,-0.048006011
-0.045378562,-0.044455424,-0.059733728,-0.0695262,-0.046113976
-0.045378562,-0.053336218,-0.059733728,-0.075302298,-0.056249485
-0.045378562,-0.059687324,-0.059733728,-0.057953734,-0.044620964
-0.045378562,-0.07003209,-0.059733728,-0.051030632,-0.044451591
-0.045378562,-0.04099162,-0.059733728,-0.050582696,-0.046475404
-0.045378562,-0.03475617,-0.067071794,-0.06581797,-0.049566648
-0.045378562,-0.037561998,-0.060285904,-0.053913432,-0.044642709
-0.04363323,-0.056717575,-0.056243064,-0.046524816,-0.0378401
-0.04363323,-0.074998535,-0.056243064,-0.07396859,-0.05010957
-0.041887902,-0.07088657,-0.052752407,-0.088460863,-0.063288545
-0.040142573,-0.04735326,-0.049261751,-0.065724856,-0.044464716
-0.035852198,-0.03650435,-0.040680999,-0.051705521,-0.041759642
-0.031545164,-0.02776084,-0.032066932,-0.065322112,-0.047430511
-0.027925268,-0.015169119,-0.031023396,-0.046112805,-0.035390435
-0.027925268,-0.039662533,-0.031023396,-0.073864093,-0.045568469
-0.027925268,-0.049986877,-0.031023396,-0.051993735,-0.036132251
-0.027925268,-0.06136567,-0.031023396,-0.062741449,-0.041487585
-0.027925268,-0.06877943,-0.031023396,-0.083323872,-0.046855557
-0.027925268,-0.049955778,-0.031023396,-0.072292624,-0.045942935
-0.027183549,-0.042093314,-0.031023396,-0.069538551,-0.039137427
-0.027794163,-0.050302386,-0.031023396,-0.082689993,-0.049018336
-0.027188551,-0.04948166,-0.031023396,-0.069843414,-0.041363402
-0.027773539,-0.044912785,-0.031023396,-0.080562283,-0.051673659
-0.027925268,-0.0623001,-0.031023396,-0.07804477,-0.048127995
-0.027925268,-0.054731034,-0.031023396,-0.080788253,-0.043922423
-0.02617994,-0.049070537,-0.031023396,-0.067173375,-0.041814611
-0.02617994,-0.047224343,-0.031023396,-0.048397659,-0.031293651
-0.025473684,-0.027439317,-0.031023396,-0.041700089,-0.031057883
-0.022689281,-0.037950315,-0.031023396,-0.030759843,-0.025478596
-0.022689281,-0.053879015,-0.031023396,-0.039502277,-0.029556935
-0.021129075,-0.056313895,-0.031023396,-0.042162202,-0.027399831
-0.016772028,-0.049851865,-0.031023396,0.032522524,0.006621359
-0.014160973,-0.050395563,-0.031023396,0.034516695,0.009121582
-0.010471975,-0.042211413,-0.031023396,0.040874425,0.01382506
-0.007193625,-0.03955275,-0.031023396,0.035583337,0.013484496
-0.007636444,-0.039377242,-0.031023396,0.022821426,0.006822202
-0.008726646,-0.053320065,-0.031023396,0.013732108,0.002378975
-0.009362546,-0.063989535,-0.031023396,0.021093923,0.005095464
-0.010471975,-0.06368857,-0.031023396,0.01675668,0.002964332
-0.010471975,-0.050357558,-0.031634986,-0.029811211,-0.017862575
-0.010471975,-0.03576605,-0.031023396,-0.013631142,-0.010115517
-0.012217305,-0.044408873,-0.031023396,-0.016534927,-0.012027618
-0.013962634,-0.04548593,-0.031023396,-0.020966626,-0.015885311
-0.016897995,-0.058439188,-0.031023396,-0.021122601,-0.017625761
-0.020943951,-0.061134472,-0.031023396,-0.030144093,-0.020657148
-0.020943951,-0.051253878,-0.031023396,-0.030532013,-0.02219193
-0.020943951,-0.04589042,-0.031023396,-0.033742109,-0.02195938
-0.020943951,-0.028650252,-0.031023396,-0.043910177,-0.026568804
-0.020943951,-0.032647237,-0.031023396,-0.042389895,-0.028751676
-0.022689281,-0.048373595,-0.031023396,-0.064993516,-0.035900845
-0.022689281,-0.05486025,-0.031023396,-0.059897803,-0.035535874
-0.022689281,-0.05920987,-0.031023396,-0.058174111,-0.039250785
-0.022689281,-0.052126035,-0.031023396,-0.060795322,-0.040625029
-0.020943951,-0.054012537,-0.031023396,-0.050648945,-0.034229891
-0.020943951,-0.047899485,-0.031023396,-0.053857589,-0.036063744
-0.020943951,-0.042236924,-0.031023396,-0.049386496,-0.033686542
-0.017838583,-0.033467367,-0.031023396,-0.023502714,-0.01665501
-0.015707964,-0.025422154,-0.031023396,-0.043990416,-0.027488477
-0.014329526,-0.053777203,-0.031023396,-0.020800455,-0.01622828
-0.01345339,-0.07501091,-0.031023396,-0.028139078,-0.017575573
-0.012217305,-0.045698047,-0.031023396,-0.020863558,-0.01557404
-0.012217305,-0.025586454,-0.031023396,-0.013841833,-0.011728155
-0.012217305,-0.023181064,-0.031023396,-0.013857427,-0.01227567
-0.012217305,-0.029755412,-0.031023396,-0.012498217,-0.009987605
-0.012217305,-0.057179466,-0.031023396,-0.020172428,-0.015432868
-0.013962634,-0.063295975,-0.031023396,-0.031819908,-0.022319376
-0.018370318,-0.033168986,-0.031023396,-0.034791752,-0.023579799
-0.02488515,-0.02785459,-0.031023396,-0.046203552,-0.034931208
-0.027925268,-0.025803594,-0.031023396,-0.044334061,-0.031390644
-0.027925268,-0.021448387,-0.031023396,-0.045598097,-0.029427844
-0.027925268,-0.031767666,-0.031023396,-0.037425451,-0.029593215
-0.027925268,-0.047230586,-0.031023396,-0.055069556,-0.037235819
-0.027925268,-0.05115562,-0.031023396,-0.048454217,-0.032699126
-0.027925268,-0.03096625,-0.031023396,-0.036949969,-0.027095235
-0.027925268,-0.007789342,-0.031023396,-0.0281327,-0.026098312
-0.028322954,-0.01655635,-0.031023396,-0.030946646,-0.028668903
-0.03093804,-0.002915932,-0.031023396,-0.033864688,-0.031238377
-0.033161256,-0.016358329,-0.03967134,-0.033744444,-0.03239293
-0.034906585,-0.035792574,-0.038789774,-0.053049762,-0.03788244
-0.034906585,-0.04968165,-0.038789774,-0.053101066,-0.035997565
-0.034906585,-0.032246113,-0.038789774,-0.050412524,-0.041134254
-0.035267527,-0.032566115,-0.039511657,-0.04994578,-0.036246278
-0.036651913,-0.03149554,-0.04228043,-0.040904853,-0.037596634
-0.036651913,-0.0314952,-0.04228043,-0.044658487,-0.038815655
-0.036651913,-0.038144767,-0.04228043,-0.042551261,-0.036696456
-0.036983689,-0.048686042,-0.042943981,-0.048668006,-0.040971025
-0.039584844,-0.04566653,-0.048146291,-0.050925831,-0.042625796
-0.041887902,-0.03273365,-0.052752407,-0.051390085,-0.041387066
-0.045378562,-0.028313888,-0.059733728,-0.076970514,-0.054866498
-0.045378562,-0.01983915,-0.059733728,-0.08631089,-0.063253224
-0.045378562,-0.019535525,-0.059733728,-0.088377592,-0.060828962
-0.045378562,-0.026936559,-0.053416457,-0.083288592,-0.061019598
-0.04422125,-0.038820148,-0.057419104,-0.080397399,-0.053885249
-0.03986641,-0.048585087,-0.048709424,-0.081076636,-0.058503271
-0.033759097,-0.04545927,-0.036494798,-0.057752929,-0.038194221
-0.027925268,-0.03378682,-0.031023396,-0.039654455,-0.028685456
-0.027925268,-0.022479696,-0.031023396,-0.036214121,-0.025908458
-0.029927193,-0.0208306,-0.031023396,-0.03649338,-0.029565295
-0.034906585,-0.022591306,-0.038789774,-0.037060622,-0.030709655
-0.036651913,-0.041754946,-0.04228043,-0.048700351,-0.037563109
-0.041249028,-0.09789957,-0.051474659,-0.059803347,-0.044329325
-0.045606235,-0.105921045,-0.060189074,-0.067430965,-0.055743113
-0.049965122,-0.07742855,-0.068906848,-0.072073836,-0.049102034
-0.050614547,-0.04897277,-0.064282451,-0.076113251,-0.061453979
-0.050614547,-0.0225531,-0.069831826,-0.075256031,-0.053566782
-0.050614547,-0.032921687,-0.050677467,-0.050990549,-0.042661467
-0.050614547,-0.045259804,-0.069844814,-0.055894021,-0.047925825
-0.050614547,-0.049376845,-0.065114834,-0.070867341,-0.049517807
-0.050614547,-0.038260996,-0.069944277,-0.075709645,-0.051157894
-0.050614547,-0.030877827,-0.070205698,-0.066239841,-0.055024269
-0.050614547,-0.03068955,-0.070205698,-0.068411407,-0.048141352
-0.050614547,-0.035949603,-0.070205698,-0.065192629,-0.053914507
-0.051642193,-0.029048977,-0.072260989,-0.080544398,-0.057377263
-0.052359879,-0.040043905,-0.073696362,-0.089804023,-0.061971182
-0.052359879,-0.05904278,-0.073696362,-0.097885631,-0.069580608
-0.052359879,-0.047868893,-0.073696362,-0.104161703,-0.067810063
-0.052359879,-0.035737827,-0.073696362,-0.086240197,-0.058589981
-0.052359879,0.011715042,-0.073696362,-0.094409117,-0.071491909
-0.052359879,-0.00394736,-0.073696362,-0.072772217,-0.05230626
-0.050614547,-0.009227691,-0.070205698,-0.050901201,-0.046915619
-0.050614547,-0.02749343,-0.070205698,-0.054511409,-0.04638237
-0.050518083,-0.041742735,-0.064634805,-0.051160131,-0.048970737
-0.04712389,-0.028429126,-0.063224385,-0.05463887,-0.045913027
-0.041832957,-0.008907652,-0.052642517,-0.064263855,-0.051137118
-0.040142573,-0.017729966,-0.049261751,-0.046116635,-0.041192083
-0.040142573,-0.009438438,-0.049261751,-0.043735408,-0.040099048
-0.040142573,-0.004934868,-0.049261751,-0.07207334,-0.053107346
-0.038338554,-0.023651658,-0.045653712,-0.065748705,-0.042620624
-0.030405688,-0.030793538,-0.031023396,-0.061552256,-0.043876876
-0.013793035,-0.015222838,-0.024952203,-0.014829437,-0.013015133
0.003636207,-0.007833017,-0.031023396,-0.011197632,-0.003646688
0.019243481,0.003477598,-0.00678006,0.041116312,0.026247018
0.024434609,0.008527311,0.042207671,0.049208354,0.031163177
0.020939742,0.011315757,0.037341699,0.026361938,0.021247934
0.014836928,0.003313461,0.02387715,0.028531054,0.018833266
0.001741958,0.020658502,0.004549829,0.020144486,0.010455421
-0.005223696,0.017728442,0.012813391,0.036185326,0.013365404
-0.012202242,-0.003662309,0.014029419,0.050546618,0.017581618
-0.015707964,0.007921288,0.002108255,0.04079178,0.012210627
-0.015707964,0.013346756,-0.028200146,0.020748034,0.002027564
-0.013122658,0.03914553,-0.020080615,0.015528784,0.001128004
-0.005297684,0.055134326,-0.008279642,0.011762246,0.002952432
-0.005235988,0.052485503,0.008704936,-0.006219498,-0.005017641
-0.005235988,0.05069653,-0.009370461,0.019525656,0.00699015
-0.005235988,0.04171951,-0.031023396,0.028248378,0.009562521
-0.005235988,0.03774991,-0.01654019,0.041528488,0.01547521
-0.005235988,0.013698394,-0.009019483,0.030926966,0.011536564
-0.005235988,0.02656707,0.005849181,0.022913748,0.007577389
-0.005235988,0.02949961,0.005798338,0.025264138,0.009886851
-0.005235988,0.051285513,-0.010186659,0.009405905,0.001755934
-0.005235988,0.043462776,-0.031023396,-0.016641816,-0.00951177
-0.003609796,0.03831906,-0.031023396,-0.010246043,-0.006421889
-0.003490658,0.046131633,-0.01626321,0.014197178,0.005091168
-0.003490658,0.046214156,0.010396311,0.017205692,0.005531272
-0.003490658,0.0450591,-0.005316794,0.017552994,0.006174857
-0.003490658,0.051109582,-0.006004017,0.011304758,0.003647148
-0.003490658,0.05823084,0.017998675,-0.010196727,-0.006330215
-0.003490658,0.06429271,0.037574887,0.018276654,0.00662112
-0.001015339,0.055883907,0.015476944,0.008001411,0.003173544
0,0.058545962,0.043706752,0.02466545,0
0,0.050369352,0.011494363,0.010693675,0
0,0.045064323,0.010697538,0.020150831,0
0,0.034617834,0.017494822,0.034327924,0
0.001745329,0.037748337,0.026310457,0.028306869,0.013857549
0.001745329,0.04989291,0.02761572,0.026480985,0.013288949
0.001745329,0.05961916,0.044483617,0.005298828,0.002875075
0.001745329,0.060792282,0.056338824,0.005733994,0.003312194
0.001745329,0.06498633,0.048164986,0.026535025,0.012829108
0.001745329,0.07012332,0.021612493,0.036023445,0.017735695
0.001745329,0.069462754,0.044833474,0.059793003,0.025589361
0.001745329,0.07264744,0.0415627,0.055121533,0.025157304
0.001745329,0.07666486,0.05443222,0.043938301,0.020740812
0.001745329,0.08064543,0.04661356,0.049707241,0.021853934
0.001745329,0.0779697,0.03645724,0.046202697,0.022707233
0.001745329,0.07466522,0.038108997,0.064763121,0.026850461
0.001745329,0.07959952,0.04072719,0.060237907,0.029501239
0.001745329,0.086058885,0.045080118,0.059566505,0.024843296
0.001745329,0.0904622,0.04797577,0.043505377,0.018437419
0.001745329,0.08501835,0.06243044,0.039943537,0.017162589
0.001745329,0.08208773,0.033235617,0.040496967,0.019582182
0.001745329,0.07382077,0.04096116,0.049437067,0.021257399
0.001745329,0.07328696,0.056324765,0.058326475,0.027533302
0.00230811,0.080240406,0.06989624,0.060849754,0.028918161
0.003490658,0.08411485,0.06541495,0.070000742,0.029950814
0.005235988,0.089684315,0.05368106,0.065497618,0.03077556
0.005235988,0.099380754,0.041961037,0.052913036,0.028647272
0.005235988,0.10864775,0.026912434,0.05133928,0.024196829
0.003490658,0.113249704,0.03254644,0.062418116,0.027871319
0.001745329,0.10931189,0.035469428,0.064868351,0.032538203
0.001745329,0.10303967,0.048368916,0.070590391,0.030700032
0.001745329,0.10983291,0.053936295,0.077434085,0.033244847
0.001745329,0.10531716,0.054615766,0.065423991,0.030158231
0.001745329,0.08440288,0.060710475,0.054660149,0.026352503
0.001745329,0.07077566,0.045994326,0.060767277,0.02651512
0.001745329,0.0655639,0.043090254,0.065138317,0.03022863
0.004439277,0.07122947,0.06140162,0.086950773,0.038420366
0.023059234,0.07783103,0.06821903,0.087624454,0.047234169
0.056521854,0.067835085,0.06761881,0.063255446,0.04791662
0.073759835,0.0854485,0.087859719,0.10199588,0.071645419
0.069318756,0.087720826,0.084426291,0.108280499,0.081921803
0.054064802,0.055473603,0.056500234,0.076729738,0.060102169
0.035369649,-0.012183515,0.04588995,0.077627905,0.047970124
0.013547846,-0.057586737,0.020232959,0.055218248,0.033192734
-0.00473437,-0.08246002,0.009928996,0.04049165,0.017429042
-0.022636189,-0.06909709,-0.024273305,0.0386501,0.006924007
-0.035737881,-0.07117481,-0.044207625,0.045421958,0.004385308
-0.045790223,-0.054967366,-0.06055705,0.046390149,0.000265888
-0.04712389,-0.04734835,-0.075288799,0.081055794,0.015434881
-0.046754912,-0.05761165,-0.09177142,0.090226316,0.019901842
-0.040621739,-0.060058005,-0.1123313,0.049983637,0.00410003
-0.036651913,-0.0752663,-0.09468878,-0.078601305,-0.046484181
-0.039153219,-0.08424095,-0.068880714,-0.049699077,-0.039373585
-0.04473154,-0.08549224,-0.05061632,-0.048955888,-0.039959954
-0.054824294,-0.06200108,-0.066678263,-0.077313603,-0.055402402
-0.062831856,-0.06134659,-0.074278824,-0.107731119,-0.073976833
-0.062831856,-0.08739695,-0.07409929,-0.120385557,-0.083800871
-0.062831856,-0.08736805,-0.064452335,-0.105864469,-0.082939525
-0.062831856,-0.08215951,-0.06968306,-0.082671837,-0.068702738
-0.059341196,-0.08226974,-0.067396365,-0.080026214,-0.064164201
-0.059341196,-0.095091805,-0.065207176,-0.072827404,-0.061157924
-0.059980302,-0.07126799,-0.065743334,-0.065977738,-0.062270278
-0.062831856,-0.08078803,-0.062986016,-0.067080904,-0.062297225
-0.064577185,-0.08299437,-0.081790909,-0.073545403,-0.061137604
-0.066322513,-0.09358263,-0.072749332,-0.092301547,-0.071037828
-0.073591259,-0.10318859,-0.084808373,-0.089557797,-0.068832235
-0.075049154,-0.111760184,-0.090379069,-0.101639553,-0.079931755
-0.075329547,-0.096457765,-0.105568923,-0.116469782,-0.084061319
-0.07679449,-0.085252136,-0.1058892,-0.110594719,-0.087482163
-0.07679449,-0.102023125,-0.102884937,-0.119496577,-0.083808707
-0.07679449,-0.11349491,-0.08839797,-0.115833215,-0.091175858
-0.078539819,-0.10646936,-0.09325222,-0.122280948,-0.09653917
-0.07679449,-0.105661675,-0.10619733,-0.125641257,-0.084744216
-0.07679449,-0.117259696,-0.07706377,-0.123649285,-0.095117101
-0.07679449,-0.12728052,-0.10409459,-0.112704135,-0.088234084
-0.07679449,-0.11999369,-0.093647316,-0.120145321,-0.088871001
-0.081715314,-0.122660086,-0.0910445,-0.107436721,-0.076681968
-0.096701873,-0.12864015,-0.10190861,-0.127320778,-0.105143111
-0.11586764,-0.15676458,-0.124840265,-0.1636036,-0.127138267
-0.131828258,-0.15269561,-0.147047626,-0.159953374,-0.134352526
-0.155334727,-0.16827145,-0.1833287,-0.190052321,-0.145225456
-0.169460288,-0.1821387,-0.18623306,-0.217565503,-0.165923241
-0.173806731,-0.1890498,-0.18539323,-0.206732494,-0.161054486
-0.17658865,-0.19050883,-0.17738707,-0.199949571,-0.159473455
-0.182543274,-0.18817939,-0.18979155,-0.216525022,-0.165436635
-0.187059297,-0.19850616,-0.191458324,-0.203884011,-0.174815357
-0.192998498,-0.18140663,-0.19953278,-0.210026695,-0.161642457
-0.193873385,-0.18342271,-0.19712666,-0.194499455,-0.156283652
-0.198214173,-0.22573939,-0.211822146,-0.205291659,-0.19690169
-0.202575558,-0.22086367,-0.20958538,-0.216638555,-0.178171944
-0.207888593,-0.22234291,-0.22003222,-0.224631478,-0.202256023
-0.218384257,-0.21654361,-0.243386913,-0.26360017,-0.230978434
-0.228066594,-0.21826965,-0.248172657,-0.289574021,-0.247259623
-0.232128784,-0.22179106,-0.250751478,-0.287704832,-0.252928793
-0.228495028,-0.21714608,-0.254994116,-0.288503284,-0.212883849
-0.214352001,-0.23393492,-0.247804952,-0.243027203,-0.209298169
-0.193506937,-0.21245737,-0.22298685,-0.202494291,-0.169520096
-0.179632195,-0.17728363,-0.18248911,-0.197231365,-0.168635413
-0.176278248,-0.11317122,-0.19667864,-0.193272725,-0.161218927
-0.176278248,-0.08190797,-0.1861979,-0.219674245,-0.182523647
-0.178023577,-0.103008926,-0.199752133,-0.22699771,-0.194952015
-0.183259577,-0.110313535,-0.239782823,-0.25354877,-0.209328509
-0.185004905,-0.11502057,-0.23358016,-0.275056295,-0.218241376
-0.177971522,-0.11324522,-0.237135258,-0.283406665,-0.222444301
-0.154467015,-0.106185615,-0.176983291,-0.215734426,-0.168354165
-0.123940405,-0.105064824,-0.130856545,-0.181756115,-0.128409352
-0.106480311,-0.10925527,-0.13818604,-0.175396374,-0.135678556
-0.104719937,-0.12187624,-0.109216094,-0.111976711,-0.096363333
-0.116911831,-0.10025501,-0.12521137,-0.128366029,-0.108936514
-0.132466805,-0.10122304,-0.15296951,-0.141625775,-0.113066365
-0.14825925,-0.118769065,-0.15838267,-0.158133091,-0.147105838
-0.155334309,-0.13807024,-0.1715943,-0.190787146,-0.15456528
-0.157079637,-0.13662934,-0.16543886,-0.185856051,-0.152386704
-0.155366557,-0.14897023,-0.16076685,-0.166015612,-0.135465677
-0.152754662,-0.14388408,-0.16764097,-0.190405987,-0.146180253
-0.148397476,-0.13329801,-0.16633846,-0.209025107,-0.150343083
-0.144042085,-0.10455727,-0.16142378,-0.171148155,-0.126706377
-0.141429655,-0.09561307,-0.149945141,-0.150498105,-0.138177131
-0.141371667,-0.08709726,-0.170756605,-0.169909173,-0.125428683
-0.141371667,-0.08241544,-0.183415885,-0.164699233,-0.148964048
-0.139626339,-0.08297024,-0.166943453,-0.173566461,-0.150512752
-0.139626339,-0.08958298,-0.164998002,-0.164083061,-0.145588429
-0.139626339,-0.10461263,-0.144771408,-0.156111317,-0.130981777
-0.139626339,-0.08644096,-0.148996148,-0.225352937,-0.153096621
-0.137881011,-0.08613258,-0.176594192,-0.233856142,-0.168652499
-0.136248693,-0.04636638,-0.149098956,-0.205414359,-0.167223958
-0.13188573,-0.054905936,-0.170486675,-0.219911091,-0.153708868
-0.125792465,-0.06606177,-0.163077814,-0.214725375,-0.151832188
-0.115446632,-0.05892451,-0.136461194,-0.193738776,-0.140291555
-0.108468537,-0.06517342,-0.12367989,-0.16006164,-0.111155147
-0.102242577,-0.06599477,-0.1289775,-0.122057032,-0.102123968
-0.104570016,-0.084534585,-0.11477933,-0.122346929,-0.104763848
-0.104006288,-0.097193554,-0.11519272,-0.133032897,-0.106932849
-0.102974422,-0.099420786,-0.132129065,-0.168554775,-0.125100308
-0.106465086,-0.108076826,-0.139805287,-0.143764479,-0.111524358
-0.108035024,-0.11372025,-0.147931878,-0.119774731,-0.109075594
-0.108210415,-0.10812043,-0.140107803,-0.117232644,-0.103889985
-0.108210415,-0.10588378,-0.123793069,-0.109415245,-0.104246067
-0.108210415,-0.1068337,-0.108353609,-0.109672064,-0.096358819
-0.106668602,-0.09644584,-0.118305525,-0.140582647,-0.118262671
-0.104719758,-0.0949384,-0.122117922,-0.145801554,-0.107934321
-0.104719758,-0.09073894,-0.119412072,-0.135983734,-0.104344841
-0.104719758,-0.100931495,-0.14015646,-0.126936534,-0.109813037
-0.104719758,-0.09913406,-0.16603425,-0.128393114,-0.107714238
-0.105362244,-0.098347396,-0.16522281,-0.132702993,-0.106789597
-0.109712912,-0.098381266,-0.14694746,-0.148496937,-0.105587094
-0.112329538,-0.10563888,-0.12784417,-0.154537201,-0.126688382
-0.1134464,-0.09273642,-0.135115735,-0.135833399,-0.116001425
-0.1134464,-0.0828166,-0.118580139,-0.147176619,-0.114324437
-0.114925803,-0.079249516,-0.118568845,-0.18569763,-0.146080721
-0.115191728,-0.073388025,-0.123761626,-0.161524764,-0.133942379
-0.118132737,-0.076782495,-0.12244501,-0.152179722,-0.131078839
